a,b,c,n,v
2018-06-09,2018-06-10,2018-02-01,au,178.6
2018-08-16,2018-08-17,2018-08-14,ch,178.6
2018-08-16,2018-08-17,2018-08-15,ch,178.6
2018-02-20,2018-02-21,2018-02-17,ch,178.6
2018-02-21,2018-02-22,2018-01-24,de,178.6
2018-08-16,2018-08-17,2018-08-15,ch,178.6
2018-03-19,2018-03-20,2018-03-19,us,178.6
2018-02-21,2018-02-22,2018-01-24,de,178.6
2018-06-09,2018-06-10,2018-02-01,au,178.6
2018-08-05,2018-08-06,2018-06-04,es,178.6
2018-10-30,2018-10-31,2018-10-21,ch,178.6
2018-10-30,2018-10-31,2018-10-28,de,178.6
2018-08-05,2018-08-06,2018-06-04,es,178.6
2018-11-02,2018-11-03,2018-10-20,ch,178.6
2018-08-07,2018-08-08,2017-11-29,au,178.6
2018-03-06,2018-03-07,2018-03-06,ch,178.6
2018-05-26,2018-05-27,2018-05-25,ch,178.6
2018-06-04,2018-06-05,2018-06-04,ch,178.7
2018-09-14,2018-09-15,2018-09-14,ch,179
2018-11-10,2018-11-11,2018-10-13,ch,179
2018-08-05,2018-08-06,2018-07-12,us,179.1
2018-08-05,2018-08-06,2018-07-12,us,179.1
2018-01-18,2018-01-19,2018-01-17,gf,179.3
2018-03-08,2018-03-09,2018-03-08,ch,179.3
2018-06-21,2018-06-22,2018-06-18,ch,179.3
2018-03-06,2018-03-07,2018-03-03,ch,179.3
2018-09-17,2018-09-18,2018-09-11,ch,179.3
2018-06-21,2018-06-22,2018-06-13,at,179.3
2018-06-21,2018-06-22,2018-06-13,at,179.3
2018-11-26,2018-11-27,2018-11-22,ch,179.3
2018-08-10,2018-08-11,2018-08-07,ch,179.6
2018-11-26,2018-11-27,2018-11-21,fr,179.6
2018-05-26,2018-05-27,2018-02-21,ch,179.6
2018-07-09,2018-07-10,2018-07-08,ec,179.6
2018-07-12,2018-07-13,2018-02-27,ch,179.6
2018-08-04,2018-08-05,2018-07-16,fr,179.6
2018-11-16,2018-11-17,2018-11-11,gf,179.6
2018-11-02,2018-11-03,2018-10-05,ch,179.6
2018-08-05,2018-08-06,2018-02-18,jp,179.6
2018-12-31,2019-01-01,2018-11-23,us,179.6
2018-03-10,2018-03-12,2018-03-07,de,179.6
2018-09-15,2018-09-16,2018-09-12,ch,179.6
2018-04-16,2018-04-17,2018-04-16,ch,179.6
2018-10-27,2018-10-28,2018-10-27,ch,179.6
2018-05-18,2018-05-19,2018-05-06,de,179.6
2018-08-18,2018-08-19,2018-08-17,tr,179.6
2018-03-16,2018-03-17,2018-03-03,ch,179.6
2018-05-22,2018-05-23,2018-05-22,us,179.7
2018-08-15,2018-08-16,2018-08-14,ch,179.9
2018-10-30,2018-10-31,2018-10-23,at,179.9
2018-09-27,2018-09-28,2018-09-27,md,180
2018-01-30,2018-01-31,2018-01-25,gf,180
2018-03-14,2018-03-15,2018-03-04,ch,180.3
2018-11-08,2018-11-09,2018-10-22,ch,180.3
2018-05-23,2018-05-24,2018-05-08,ch,180.3
2018-08-14,2018-08-15,2018-08-12,ch,180.3
2018-08-23,2018-08-24,2018-08-15,th,180.3
2018-06-07,2018-06-08,2018-06-07,de,180.3
2018-09-10,2018-09-11,2018-08-30,it,180.3
2018-04-18,2018-04-19,2018-02-12,ch,180.3
2018-11-28,2018-11-29,2018-11-28,ch,180.3
2018-09-27,2018-09-28,2018-09-15,pt,180.3
2018-12-12,2018-12-13,2018-12-12,ch,180.3
2018-07-10,2018-07-11,2018-07-03,ch,180.3
2018-10-17,2018-10-18,2018-10-07,ch,180.3
2018-11-15,2018-11-16,2018-10-30,ch,180.3
2018-08-28,2018-08-29,2018-08-18,ch,180.3
2018-02-28,2018-03-01,2018-01-25,gb,180.3
2018-10-23,2018-10-24,2018-10-01,de,180.3
2018-10-11,2018-10-12,2018-10-11,ch,180.3
2018-11-08,2018-11-09,2018-10-22,ch,180.3
2018-11-15,2018-11-16,2018-10-31,ch,180.3
2018-08-28,2018-08-29,2018-08-20,ch,180.3
2018-11-21,2018-11-22,2018-11-19,ch,180.3
2018-11-28,2018-11-29,2018-11-21,ch,180.3
2018-10-10,2018-10-11,2018-10-03,pl,180.3
2018-11-27,2018-11-28,2018-11-23,null,180.3
2018-09-10,2018-09-11,2018-08-30,it,180.3
2018-04-18,2018-04-19,2018-02-12,ch,180.3
2018-02-21,2018-02-22,2018-02-16,de,180.3
2018-05-03,2018-05-04,2018-04-08,ch,180.3
2018-06-26,2018-06-27,2018-06-19,de,180.3
2018-02-27,2018-02-28,2018-02-25,ch,180.3
2018-10-23,2018-10-24,2018-10-04,ch,180.3
2018-05-30,2018-05-31,2018-04-29,ch,180.3
2018-10-25,2018-10-26,2018-10-15,jp,180.3
2018-11-15,2018-11-16,2018-10-30,ch,180.3
2018-08-13,2018-08-14,2018-08-08,ch,180.3
2018-08-29,2018-08-30,2018-08-08,de,180.3
2018-05-25,2018-05-26,2018-05-20,ch,180.3
2018-09-25,2018-09-26,2018-09-14,ch,180.3
2018-09-15,2018-09-16,2018-08-21,ch,180.3
2018-09-11,2018-09-12,2018-08-28,jp,180.3
2018-06-12,2018-06-13,2018-06-12,de,180.3
2018-09-21,2018-09-22,2018-09-16,us,180.3
2018-10-23,2018-10-24,2018-10-01,de,180.3
2018-02-28,2018-03-01,2018-01-25,gb,180.3
2018-11-08,2018-11-09,2018-10-22,ch,180.3
2018-11-07,2018-11-08,2018-11-03,ch,180.3
2018-06-14,2018-06-15,2018-05-15,ch,180.3
2018-09-05,2018-09-06,2018-08-18,de,180.3
2018-06-05,2018-06-06,2018-05-31,ch,180.3
2018-06-25,2018-06-26,2018-06-04,fr,180.3
2018-06-05,2018-06-06,2018-06-05,ch,180.3
2018-06-25,2018-06-26,2018-06-20,ch,180.3
2018-07-11,2018-07-12,2018-07-10,de,180.3
2018-03-14,2018-03-15,2018-03-04,ch,180.3
2018-10-22,2018-10-23,2018-10-12,ch,180.3
2018-11-07,2018-11-08,2018-10-30,ch,180.3
2018-08-08,2018-08-09,2018-08-08,ch,180.3
2018-08-21,2018-08-22,2018-08-15,ch,180.3
2018-11-15,2018-11-16,2018-11-12,ch,180.3
2018-09-06,2018-09-07,2018-08-30,de,180.3
2018-04-18,2018-04-19,2018-02-12,ch,180.3
2018-09-07,2018-09-08,2018-09-03,ch,180.3
2018-08-14,2018-08-15,2018-08-10,ch,180.3
2018-11-06,2018-11-07,2018-10-03,gf,180.3
2018-05-30,2018-05-31,2018-04-29,ch,180.3
2018-05-31,2018-06-01,2018-05-24,de,180.3
2018-05-02,2018-05-03,2018-03-29,be,180.3
2018-06-25,2018-06-26,2018-06-09,us,180.3
2018-06-12,2018-06-13,2018-06-11,ch,180.3
2018-04-18,2018-04-19,2018-04-06,de,180.3
2018-04-18,2018-04-19,2018-04-12,ch,180.3
2018-10-23,2018-10-24,2018-10-01,de,180.3
2018-02-28,2018-03-01,2018-01-25,gb,180.3
2018-02-28,2018-03-01,2018-01-31,de,180.3
2018-08-27,2018-08-28,2018-08-21,tw,180.3
2018-09-08,2018-09-09,2018-09-05,ch,180.3
2018-09-24,2018-09-25,2018-09-17,ch,180.3
2018-05-23,2018-05-24,2018-04-26,de,180.3
2018-02-28,2018-03-01,2018-02-06,ch,180.3
2018-08-23,2018-08-24,2018-08-16,ch,180.3
2018-08-25,2018-08-26,2018-08-18,ch,180.3
2018-11-22,2018-11-23,2018-11-19,ch,180.3
2018-04-18,2018-04-19,2018-02-12,ch,180.3
2018-09-25,2018-09-26,2018-09-18,dk,180.3
2018-04-19,2018-04-20,2018-04-17,ch,180.3
2018-10-30,2018-10-31,2018-09-14,ch,180.3
2018-03-06,2018-03-07,2018-03-06,ch,180.3
2018-10-25,2018-10-26,2018-10-21,ch,180.3
2018-11-07,2018-11-08,2018-10-25,ch,180.3
2018-04-25,2018-04-26,2018-03-22,be,180.3
2018-06-14,2018-06-15,2018-05-23,ch,180.3
2018-11-15,2018-11-16,2018-11-12,fr,180.3
2018-06-07,2018-06-08,2018-06-04,ch,180.3
2018-09-26,2018-09-27,2018-09-06,gb,180.3
2018-11-22,2018-11-23,2018-10-23,ch,180.3
2018-08-13,2018-08-14,2018-08-06,ch,180.3
2018-08-27,2018-08-28,2018-08-21,tw,180.3
2018-09-15,2018-09-16,2018-08-24,ch,180.3
2018-09-10,2018-09-11,2018-08-30,at,180.3
2018-09-08,2018-09-09,2018-09-05,ch,180.3
2018-02-27,2018-02-28,2018-02-27,ch,180.3
2018-01-24,2018-01-25,2018-01-21,ch,180.3
2018-10-17,2018-10-18,2018-10-10,de,180.3
2018-02-28,2018-03-01,2018-02-06,ch,180.3
2018-04-18,2018-04-19,2018-03-16,ch,180.3
2018-06-12,2018-06-13,2018-06-11,ch,180.3
2018-09-17,2018-09-18,2018-09-16,ch,180.3
2018-11-08,2018-11-09,2018-10-22,ch,180.3
2018-03-20,2018-03-21,2018-03-16,pl,180.3
2018-04-25,2018-04-26,2018-03-22,be,180.3
2018-08-13,2018-08-14,2018-08-13,fr,180.3
2018-11-08,2018-11-09,2018-11-07,ch,180.3
2018-06-04,2018-06-05,2018-05-23,th,180.3
2018-09-10,2018-09-11,2018-08-30,it,180.3
2018-09-04,2018-09-05,2018-09-04,ch,180.3
2018-09-26,2018-09-27,2018-09-16,es,180.3
2018-06-17,2018-06-18,2018-05-10,gf,180.3
2018-11-15,2018-11-16,2018-10-30,ch,180.3
2018-06-05,2018-06-06,2018-05-14,ch,180.3
2018-05-14,2018-05-15,2018-04-30,gf,180.3
2018-08-27,2018-08-28,2018-08-21,tw,180.3
2018-06-12,2018-06-13,2018-06-05,at,180.3
2018-02-28,2018-03-01,2018-01-25,gb,180.3
2018-03-20,2018-03-21,2018-03-07,ch,180.3
2018-05-16,2018-05-17,2018-05-15,de,180.3
2018-05-15,2018-05-16,2018-03-28,nl,180.3
2018-04-18,2018-04-19,2018-04-13,ch,180.3
2018-09-15,2018-09-16,2017-10-26,null,180.6
2018-06-16,2018-06-17,2018-06-05,ch,180.6
2018-08-18,2018-08-19,2018-08-12,ch,180.6
2018-10-13,2018-10-14,2018-10-05,ch,180.6
2018-04-17,2018-04-18,2018-04-16,pt,180.6
2018-03-27,2018-03-28,2018-02-28,de,180.6
2018-05-26,2018-05-27,2018-05-25,null,180.6
2018-04-28,2018-04-29,2018-04-11,ch,180.6
2018-04-28,2018-04-29,2018-04-10,ch,180.6
2018-11-13,2018-11-14,2018-11-05,ch,180.6
2018-06-28,2018-06-29,2018-06-28,us,180.6
2018-03-08,2018-03-09,2018-02-26,de,180.8
2018-03-21,2018-03-22,2018-02-26,de,180.8
2018-04-26,2018-04-27,2018-04-18,de,180.8
2018-09-26,2018-09-27,2018-08-16,cn,180.8
2018-06-14,2018-06-15,2018-06-14,ch,181.3
2018-10-25,2018-10-26,2018-09-15,ch,181.3
2018-01-25,2018-01-26,2018-01-22,ch,181.3
2018-02-16,2018-02-17,2017-11-09,null,181.3
2018-06-14,2018-06-15,2018-06-12,ch,181.3
2018-06-18,2018-06-19,2018-06-17,ch,181.3
2018-08-09,2018-08-10,2018-08-08,ch,181.3
2018-06-14,2018-06-15,2018-06-05,de,181.3
2018-04-23,2018-04-24,2018-01-23,it,181.4
2018-10-03,2018-10-04,2018-06-01,gf,181.6
2018-07-26,2018-07-27,2018-01-16,ch,181.6
2018-08-11,2018-08-12,2018-08-07,ch,181.6
2018-03-08,2018-03-09,2017-12-29,ch,181.6
2018-06-13,2018-06-14,2018-02-26,fr,181.6
2018-11-15,2018-11-16,2018-06-13,de,181.6
2018-10-15,2018-10-16,2018-06-17,ar,181.6
2018-12-31,2019-01-01,2018-12-24,fr,181.6
2018-12-08,2018-12-09,2018-11-11,ch,181.6
2019-01-09,2019-01-10,2018-12-24,gf,181.6
2018-01-13,2018-01-14,2018-01-12,il,181.6
2018-04-28,2018-04-29,2018-04-22,es,181.6
2018-07-13,2018-07-14,2018-05-12,br,181.6
2018-06-14,2018-06-15,2018-01-01,nl,181.6
2018-01-13,2018-01-15,2018-01-08,ch,181.6
2018-07-02,2018-07-03,2018-07-01,ch,181.8
2018-03-12,2018-03-13,2018-03-10,ch,182
2018-07-09,2018-07-10,2018-06-19,ch,182.3
2018-08-14,2018-08-15,2018-08-09,de,182.3
2018-05-15,2018-05-16,2018-05-15,ch,182.3
2018-08-30,2018-08-31,2018-08-27,gf,182.3
2018-05-16,2018-05-17,2018-04-25,at,182.3
2018-11-25,2018-11-26,2018-10-06,ch,182.3
2018-10-18,2018-10-19,2018-10-16,gb,182.3
2017-12-15,2017-12-16,2017-11-29,li,182.6
2018-01-16,2018-01-17,2017-11-29,gb,182.6
2017-12-16,2017-12-17,2017-11-30,ch,182.6
2018-07-14,2018-07-15,2018-05-23,gb,182.6
2018-08-09,2018-08-10,2018-08-09,it,182.6
2018-07-14,2018-07-15,2018-05-23,gb,182.6
2018-03-30,2018-04-01,2018-02-28,de,182.6
2018-03-23,2018-03-24,2018-03-18,gb,182.6
2018-09-24,2018-09-25,2018-04-12,jp,182.6
2019-01-03,2019-01-04,2018-12-05,ch,182.6
2018-02-10,2018-02-12,2018-02-09,ru,182.6
2018-10-26,2018-10-28,2018-07-16,ch,182.6
2018-12-06,2018-12-07,2018-04-08,au,182.6
2018-12-06,2018-12-07,2018-04-08,au,182.6
2018-02-02,2018-02-03,2018-01-06,ch,182.6
2018-03-15,2018-03-16,2018-01-14,tr,182.6
2018-09-03,2018-09-04,2018-08-31,ch,182.7
2017-12-27,2017-12-28,2017-12-10,my,182.9
2017-12-15,2017-12-17,2017-10-26,null,183
2018-03-19,2018-03-20,2018-03-10,gf,183
2018-12-09,2018-12-10,2018-09-20,tw,183
2018-03-10,2018-03-11,2018-03-09,ch,183.1
2018-03-09,2018-03-10,2018-03-09,fr,183.1
2019-01-01,2019-01-02,2018-12-14,cn,183.1
2018-05-29,2018-05-30,2018-05-28,gf,183.3
2018-07-02,2018-07-03,2018-06-30,ch,183.3
2018-09-29,2018-09-30,2018-07-30,cn,183.4
2018-03-02,2018-03-03,2018-02-23,au,183.5
2018-08-06,2018-08-07,2018-03-30,at,183.6
2018-07-09,2018-07-10,2018-07-05,ch,183.6
2017-12-26,2017-12-28,2017-12-25,nl,183.6
2018-11-25,2018-11-26,2018-09-07,ch,183.6
2018-06-16,2018-06-17,2018-06-11,ch,183.6
2018-10-12,2018-10-13,2018-10-10,ch,183.6
2018-09-28,2018-09-29,2018-09-22,br,183.6
2018-08-20,2018-08-21,2018-08-18,fr,183.6
2018-09-29,2018-09-30,2018-09-27,ch,183.6
2018-07-17,2018-07-18,2018-05-02,us,183.6
2018-03-31,2018-04-02,2018-03-31,ch,183.6
2018-07-07,2018-07-08,2018-06-10,us,183.6
2017-12-21,2017-12-22,2017-11-29,ch,183.6
2018-11-12,2018-11-13,2018-11-06,gf,183.6
2018-06-30,2018-07-01,2018-06-03,ch,183.6
2018-03-12,2018-03-13,2018-02-06,be,183.8
2018-07-04,2018-07-05,2018-06-28,de,184
2018-02-09,2018-02-10,2018-02-03,es,184.1
2018-09-05,2018-09-06,2018-08-04,ch,184.3
2018-11-22,2018-11-23,2018-11-14,ch,184.3
2018-08-15,2018-08-16,2018-08-13,ch,184.3
2018-10-29,2018-10-30,2018-10-19,fr,184.3
2018-07-04,2018-07-05,2018-04-23,cn,184.3
2018-10-22,2018-10-23,2018-10-21,gf,184.3
2018-03-03,2018-03-04,2018-02-03,gf,184.6
2018-05-03,2018-05-04,2018-05-03,gf,184.6
2018-08-25,2018-08-26,2018-08-25,tr,184.6
2018-10-26,2018-10-27,2018-09-23,jp,184.6
2018-09-22,2018-09-23,2018-09-03,ch,184.6
2018-05-03,2018-05-04,2018-05-03,gf,184.6
2018-03-03,2018-03-04,2018-02-03,gf,184.6
2018-10-15,2018-10-16,2018-10-12,th,184.6
2018-02-14,2018-02-15,2018-02-07,ch,184.6
2018-05-06,2018-05-07,2018-05-05,ch,184.9
2018-07-02,2018-07-03,2018-05-26,cn,185.1
2018-10-15,2018-10-16,2018-10-08,at,185.3
2018-08-27,2018-08-28,2018-08-24,ch,185.3
2018-08-23,2018-08-24,2018-08-09,de,185.3
2018-08-27,2018-08-28,2018-08-27,ch,185.3
2018-09-04,2018-09-05,2018-09-04,ch,185.3
2018-11-08,2018-11-09,2018-11-06,ch,185.3
2018-09-27,2018-09-28,2018-08-16,be,185.3
2018-08-20,2018-08-21,2018-08-20,de,185.3
2018-06-14,2018-06-15,2018-06-12,ch,185.3
2018-12-04,2018-12-05,2018-11-20,ch,185.3
2018-06-14,2018-06-15,2018-06-13,ch,185.3
2018-02-06,2018-02-07,2018-02-06,gf,185.3
2018-02-06,2018-02-07,2018-01-28,ch,185.6
2018-07-24,2018-07-25,2018-03-06,gf,185.6
2018-05-04,2018-05-05,2018-05-03,gf,185.6
2018-07-24,2018-07-25,2018-07-17,at,185.6
2018-07-24,2018-07-25,2018-03-06,gf,185.6
2018-10-22,2018-10-23,2018-10-21,gb,185.6
2018-07-19,2018-07-20,2018-07-13,kr,185.6
2018-07-24,2018-07-25,2018-03-06,gf,185.6
2018-06-15,2018-06-16,2018-06-02,gf,185.9
2018-03-03,2018-03-04,2018-02-26,gr,185.9
2018-04-13,2018-04-14,2018-04-07,ch,185.9
2018-07-10,2018-07-11,2018-07-09,ch,186.3
2018-12-08,2018-12-09,2018-10-09,ch,186.6
2018-07-14,2018-07-15,2018-05-26,fi,186.6
2018-04-10,2018-04-11,2018-04-10,fr,186.6
2019-01-04,2019-01-06,2018-06-30,at,186.6
2018-08-23,2018-08-24,2018-08-14,gg,186.6
2018-06-16,2018-06-17,2018-06-03,us,186.6
2018-06-15,2018-06-16,2018-06-13,de,186.6
2018-03-01,2018-03-02,2018-01-24,de,186.6
2018-03-27,2018-03-28,2018-03-27,ch,186.6
2018-10-16,2018-10-17,2018-05-21,br,186.6
2018-12-11,2018-12-12,2018-08-30,ch,186.6
2018-02-25,2018-02-26,2018-01-13,us,186.9
2018-07-07,2018-07-08,2017-12-26,cn,187.1
2018-02-07,2018-02-08,2017-11-29,ch,187.3
2018-11-21,2018-11-22,2018-11-06,it,187.3
2018-10-29,2018-10-30,2018-09-26,ch,187.3
2018-06-04,2018-06-05,2018-05-22,gb,187.3
2018-08-08,2018-08-09,2018-08-02,ch,187.3
2018-10-29,2018-10-30,2018-09-26,ch,187.3
2018-06-04,2018-06-05,2018-05-22,gb,187.3
2018-08-08,2018-08-09,2018-08-02,ch,187.3
2018-11-05,2018-11-06,2018-09-29,ch,187.3
2018-08-16,2018-08-17,2018-07-08,ch,187.6
2018-03-08,2018-03-09,2018-03-07,ch,187.6
2018-05-26,2018-05-27,2018-05-25,gf,187.6
2018-01-20,2018-01-22,2018-01-19,ch,187.6
2018-09-15,2018-09-16,2018-09-03,gf,187.6
2018-02-01,2018-02-02,2018-01-19,hk,187.6
2018-12-24,2018-12-25,2018-11-21,ch,187.6
2018-07-09,2018-07-10,2018-06-16,ch,187.6
2018-08-11,2018-08-12,2018-07-29,au,187.6
2018-11-19,2018-11-20,2018-10-29,ch,187.6
2018-08-16,2018-08-17,2018-08-15,ch,187.6
2018-08-14,2018-08-15,2018-08-14,es,187.6
2018-11-01,2018-11-02,2018-10-24,gf,187.6
2018-07-04,2018-07-05,2018-07-01,gb,187.6
2018-07-23,2018-07-24,2018-06-21,ru,187.6
2018-12-14,2018-12-15,2018-09-05,au,187.9
2018-06-23,2018-06-24,2018-05-04,gf,188
2017-12-15,2017-12-17,2017-12-08,ch,188.25
2018-10-16,2018-10-17,2018-09-21,de,188.3
2018-11-27,2018-11-28,2018-11-23,ch,188.3
2018-11-22,2018-11-23,2018-09-11,us,188.3
2018-04-07,2018-04-08,2017-11-29,ar,188.3
2018-09-17,2018-09-18,2018-09-11,be,188.3
2018-05-22,2018-05-23,2018-05-21,ch,188.6
2018-05-12,2018-05-13,2018-02-22,ch,188.6
2018-01-25,2018-01-26,2018-01-21,ch,188.6
2018-02-23,2018-02-24,2017-12-23,de,188.6
2018-06-08,2018-06-09,2018-06-01,gf,188.6
2018-01-15,2018-01-17,2018-01-05,ch,188.6
2018-02-14,2018-02-15,2018-02-13,null,188.6
2018-03-05,2018-03-06,2018-03-06,gf,188.6
2018-08-09,2018-08-10,2018-08-09,es,188.6
2018-06-21,2018-06-22,2018-06-20,kr,188.6
2018-03-10,2018-03-11,2018-01-23,ch,188.6
2018-08-12,2018-08-13,2018-08-12,es,188.6
2018-03-17,2018-03-18,2018-02-22,de,188.6
2018-03-12,2018-03-13,2018-03-09,de,188.65
2018-02-19,2018-02-20,2018-01-24,ch,189.3
2018-09-10,2018-09-11,2018-08-30,at,189.3
2018-02-19,2018-02-20,2018-01-24,ch,189.3
2018-07-06,2018-07-07,2018-03-06,gb,189.6
2018-10-19,2018-10-20,2018-08-30,ch,189.6
2018-05-19,2018-05-21,2018-05-10,de,189.6
2018-05-12,2018-05-13,2018-05-13,gf,189.6
2018-04-17,2018-04-18,2018-04-17,ch,189.6
2018-03-26,2018-03-27,2018-03-17,ch,189.6
2018-04-21,2018-04-23,2018-04-20,de,189.6
2018-03-26,2018-03-27,2018-03-17,ch,189.6
2018-01-25,2018-01-26,2017-12-19,ch,189.6
2018-11-02,2018-11-03,2018-11-02,gf,189.6
2018-08-24,2018-08-25,2018-06-29,nz,189.6
2018-04-05,2018-04-06,2018-04-05,gf,189.75
2018-03-16,2018-03-17,2018-03-10,gf,190.15
2018-11-15,2018-11-16,2018-11-03,null,190.3
2018-09-17,2018-09-18,2018-09-10,ch,190.3
2018-06-20,2018-06-21,2018-03-19,de,190.3
2018-06-01,2018-06-02,2018-05-29,ch,190.3
2018-07-10,2018-07-11,2018-07-09,gb,190.3
2018-10-26,2018-10-27,2018-10-23,gf,190.3
2018-09-17,2018-09-18,2018-09-16,ch,190.3
2018-11-25,2018-11-26,2018-10-15,gf,190.3
2018-02-28,2018-03-01,2018-02-22,de,190.3
2018-10-16,2018-10-17,2018-10-15,ch,190.3
2018-10-18,2018-10-19,2018-10-17,fr,190.3
2018-10-18,2018-10-19,2018-08-13,ch,190.3
2018-06-21,2018-06-22,2018-06-15,ch,190.3
2018-06-20,2018-06-21,2018-03-19,de,190.3
2018-10-18,2018-10-19,2018-10-17,gf,190.3
2018-01-23,2018-01-24,2018-01-19,mu,190.5
2018-11-30,2018-12-01,2018-11-10,ch,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-08-27,2018-08-28,2018-08-13,cn,190.6
2018-09-25,2018-09-26,2018-09-24,cn,190.6
2018-10-23,2018-10-24,2018-07-15,cn,190.6
2018-11-30,2018-12-01,2018-10-21,gf,190.6
2018-05-24,2018-05-25,2018-02-19,kr,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-09-14,2018-09-15,2018-08-27,gf,190.6
2018-09-17,2018-09-18,2018-09-16,cn,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-01-25,2018-01-27,2017-10-26,de,190.6
2018-12-18,2018-12-20,2018-07-23,de,190.6
2018-10-03,2018-10-04,2018-10-01,cn,190.6
2018-07-10,2018-07-11,2018-03-22,gf,190.6
2018-05-03,2018-05-04,2018-05-03,ch,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-09-18,2018-09-20,2018-07-23,de,190.6
2018-11-27,2018-11-28,2018-11-26,ch,190.6
2018-01-31,2018-02-01,2018-01-18,gf,190.6
2018-09-08,2018-09-09,2018-08-06,ch,190.6
2018-12-03,2018-12-05,2018-10-11,ge,190.6
2018-04-11,2018-04-13,2018-04-10,de,190.6
2018-05-30,2018-05-31,2018-02-12,th,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-06-14,2018-06-15,2017-11-29,il,190.6
2018-06-11,2018-06-12,2017-11-29,ca,190.6
2018-10-15,2018-10-16,2018-10-15,ch,190.6
2018-09-15,2018-09-16,2018-09-14,ch,190.6
2018-05-14,2018-05-15,2018-05-08,gf,190.7
2018-09-11,2018-09-12,2018-04-29,ar,190.8
2018-03-17,2018-03-18,2018-03-16,es,190.9
2018-10-20,2018-10-21,2018-10-20,ch,190.9
2018-04-02,2018-04-04,2018-03-27,ru,191
2018-04-02,2018-04-04,2018-03-27,ru,191
2018-10-08,2018-10-09,2018-09-09,cn,191.5
2018-09-01,2018-09-02,2018-07-28,ch,191.6
2018-10-08,2018-10-09,2018-09-04,kr,191.6
2018-02-20,2018-02-21,2018-02-19,de,191.6
2018-07-12,2018-07-13,2018-05-20,gb,191.6
2018-11-16,2018-11-17,2018-11-08,ch,191.6
2018-02-09,2018-02-10,2018-02-04,de,191.6
2018-12-18,2018-12-19,2018-10-26,ch,191.6
2018-10-12,2018-10-13,2018-10-11,gf,191.6
2018-12-30,2018-12-31,2018-09-28,kr,191.9
2018-01-21,2018-01-22,2017-11-29,kr,191.9
2018-10-01,2018-10-02,2018-09-21,null,192
2018-10-01,2018-10-02,2018-09-21,null,192
2018-05-01,2018-05-02,2018-05-01,gf,192.1
2018-12-27,2018-12-28,2018-12-24,fr,192.1
2018-02-26,2018-02-27,2018-02-18,gf,192.3
2018-11-05,2018-11-06,2018-10-30,gb,192.3
2018-09-30,2018-10-01,2018-09-12,cr,192.3
2018-09-10,2018-09-11,2018-08-30,fr,192.3
2018-03-30,2018-04-01,2017-12-30,hk,192.6
2018-08-20,2018-08-21,2018-08-18,be,192.6
2018-10-26,2018-10-27,2018-10-02,ch,192.6
2018-02-04,2018-02-05,2018-01-04,cn,193.1
2018-11-24,2018-11-25,2018-11-01,null,193.1
2018-04-10,2018-04-11,2018-04-02,at,193.3
2018-06-18,2018-06-19,2018-06-16,es,193.3
2018-06-18,2018-06-19,2018-06-16,es,193.3
2018-03-25,2018-03-27,2018-02-13,sg,193.3
2018-10-16,2018-10-17,2018-10-12,at,193.3
2018-10-16,2018-10-17,2018-10-15,gf,193.3
2018-05-06,2018-05-08,2018-05-02,null,193.6
2018-06-22,2018-06-24,2018-06-21,gf,193.6
2018-08-07,2018-08-08,2018-08-07,at,193.6
2018-11-25,2018-11-26,2018-10-05,ch,193.6
2017-12-21,2017-12-22,2017-12-11,se,193.9
2018-12-10,2018-12-11,2018-10-29,ch,194.3
2018-11-08,2018-11-09,2018-11-08,ch,194.3
2018-03-13,2018-03-14,2018-03-07,gf,194.3
2018-08-23,2018-08-24,2018-08-13,ch,194.3
2018-02-02,2018-02-04,2017-11-29,it,194.5
2018-02-02,2018-02-04,2017-11-29,it,194.5
2018-09-11,2018-09-12,2018-04-29,ar,194.6
2018-05-26,2018-05-28,2018-04-05,it,194.6
2018-04-02,2018-04-04,2018-03-27,ru,194.6
2018-04-02,2018-04-04,2018-03-27,ru,194.6
2018-08-08,2018-08-09,2018-08-08,de,194.6
2018-09-10,2018-09-11,2018-09-10,ch,194.6
2018-11-13,2018-11-14,2018-11-01,ch,194.6
2018-11-23,2018-11-24,2018-11-05,de,194.6
2018-10-09,2018-10-10,2018-10-08,gf,194.8
2018-10-23,2018-10-24,2018-10-11,gf,195.3
2018-11-15,2018-11-16,2018-11-11,gf,195.3
2018-03-21,2018-03-22,2018-03-14,de,195.3
2018-12-13,2018-12-14,2018-12-04,null,195.3
2018-12-05,2018-12-06,2018-12-03,ch,195.3
2018-06-28,2018-06-29,2018-06-19,gf,195.3
2018-12-12,2018-12-13,2018-11-29,ch,195.3
2018-03-21,2018-03-22,2018-03-14,ch,195.3
2018-03-06,2018-03-07,2018-03-06,ch,195.3
2018-09-12,2018-09-13,2018-09-07,es,195.3
2018-10-25,2018-10-26,2018-10-23,ch,195.3
2018-08-10,2018-08-11,2018-08-05,de,195.6
2018-10-31,2018-11-01,2018-10-29,fr,195.6
2018-04-21,2018-04-23,2018-01-21,au,195.6
